hospital,specialty,date,year,wait_type,total_waiting,0-6 Months,6-12 Months,12-18 Months,18+ Months,pct_over_12m
Nenagh Hospital,Cardiology,,2020,Outpatient,32.0,0.0,0.0,0.0,0.0,0.0
Nenagh Hospital,Cardiology,,2020,Outpatient,34.0,0.0,0.0,0.0,0.0,0.0
Nenagh Hospital,Cardiology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Nenagh Hospital,Cardiology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Nenagh Hospital,Cardiology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Nenagh Hospital,Gynaecology,,2020,Outpatient,31.0,0.0,0.0,0.0,0.0,0.0
Nenagh Hospital,Gynaecology,,2020,Outpatient,28.0,0.0,0.0,0.0,0.0,0.0
Nenagh Hospital,Gynaecology,,2020,Outpatient,13.0,0.0,0.0,0.0,0.0,0.0
Nenagh Hospital,Maxillo-Facial,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Nenagh Hospital,Maxillo-Facial,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Nenagh Hospital,Rheumatology,,2020,Outpatient,8.0,0.0,0.0,0.0,0.0,0.0
Nenagh Hospital,Rheumatology,,2020,Outpatient,14.0,0.0,0.0,0.0,0.0,0.0
Nenagh Hospital,Rheumatology,,2020,Outpatient,6.0,0.0,0.0,0.0,0.0,0.0
Nenagh Hospital,Rheumatology,,2020,Outpatient,5.0,0.0,0.0,0.0,0.0,0.0
Nenagh Hospital,Rheumatology,,2020,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
Nenagh Hospital,General Medicine,,2020,Outpatient,6.0,0.0,0.0,0.0,0.0,0.0
Nenagh Hospital,General Medicine,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Ennis Hospital,Cardiology,,2020,Outpatient,79.0,0.0,0.0,0.0,0.0,0.0
Ennis Hospital,Cardiology,,2020,Outpatient,97.0,0.0,0.0,0.0,0.0,0.0
Ennis Hospital,Cardiology,,2020,Outpatient,74.0,0.0,0.0,0.0,0.0,0.0
Ennis Hospital,Cardiology,,2020,Outpatient,61.0,0.0,0.0,0.0,0.0,0.0
Ennis Hospital,Gynaecology,,2020,Outpatient,52.0,0.0,0.0,0.0,0.0,0.0
Ennis Hospital,Gynaecology,,2020,Outpatient,63.0,0.0,0.0,0.0,0.0,0.0
Ennis Hospital,Gynaecology,,2020,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
Ennis Hospital,Plastic Surgery,,2020,Outpatient,16.0,0.0,0.0,0.0,0.0,0.0
Ennis Hospital,Plastic Surgery,,2020,Outpatient,11.0,0.0,0.0,0.0,0.0,0.0
Ennis Hospital,Rheumatology,,2020,Outpatient,5.0,0.0,0.0,0.0,0.0,0.0
Ennis Hospital,Rheumatology,,2020,Outpatient,6.0,0.0,0.0,0.0,0.0,0.0
Ennis Hospital,Rheumatology,,2020,Outpatient,16.0,0.0,0.0,0.0,0.0,0.0
Ennis Hospital,Rheumatology,,2020,Outpatient,30.0,0.0,0.0,0.0,0.0,0.0
Ennis Hospital,Rheumatology,,2020,Outpatient,9.0,0.0,0.0,0.0,0.0,0.0
Ennis Hospital,Rheumatology,,2020,Outpatient,120.0,0.0,0.0,0.0,0.0,0.0
Ennis Hospital,Rheumatology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Ennis Hospital,General Medicine,,2020,Outpatient,9.0,0.0,0.0,0.0,0.0,0.0
Ennis Hospital,General Medicine,,2020,Outpatient,10.0,0.0,0.0,0.0,0.0,0.0
Ennis Hospital,General Medicine,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Mater Misericordiae University Hospital,Urology,,2020,Outpatient,239.0,0.0,0.0,0.0,0.0,0.0
Mater Misericordiae University Hospital,Urology,,2020,Outpatient,238.0,0.0,0.0,0.0,0.0,0.0
Mater Misericordiae University Hospital,Urology,,2020,Outpatient,198.0,0.0,0.0,0.0,0.0,0.0
Mater Misericordiae University Hospital,Urology,,2020,Outpatient,85.0,0.0,0.0,0.0,0.0,0.0
Mater Misericordiae University Hospital,Pain Relief,,2020,Outpatient,166.0,0.0,0.0,0.0,0.0,0.0
Mater Misericordiae University Hospital,Pain Relief,,2020,Outpatient,181.0,0.0,0.0,0.0,0.0,0.0
Mater Misericordiae University Hospital,Pain Relief,,2020,Outpatient,51.0,0.0,0.0,0.0,0.0,0.0
Mater Misericordiae University Hospital,Pain Relief,,2020,Outpatient,30.0,0.0,0.0,0.0,0.0,0.0
Mater Misericordiae University Hospital,Pain Relief,,2020,Outpatient,33.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Cardiology,,2020,Outpatient,305.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Cardiology,,2020,Outpatient,239.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Cardiology,,2020,Outpatient,228.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Cardiology,,2020,Outpatient,116.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Cardiology,,2020,Outpatient,87.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Cardiology,,2020,Outpatient,118.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Dermatology,,2020,Outpatient,796.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Dermatology,,2020,Outpatient,199.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Dermatology,,2020,Outpatient,188.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Dermatology,,2020,Outpatient,276.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Dermatology,,2020,Outpatient,102.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Endocrinology,,2020,Outpatient,35.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Endocrinology,,2020,Outpatient,42.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Otolaryngology (ENT),,2020,Outpatient,108.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Gastro-Enterology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Gastro-Enterology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Gastro-Enterology,,2020,Outpatient,166.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Gastro-Enterology,,2020,Outpatient,157.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Gastro-Enterology,,2020,Outpatient,53.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Geriatric Medicine,,2020,Outpatient,7.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Geriatric Medicine,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Haematology,,2020,Outpatient,142.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Haematology,,2020,Outpatient,82.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Haematology,,2020,Outpatient,13.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Haematology,,2020,Outpatient,25.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Haematology,,2020,Outpatient,17.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Neurology,,2020,Outpatient,110.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Neurology,,2020,Outpatient,42.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Neurology,,2020,Outpatient,46.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Neurology,,2020,Outpatient,34.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Neurology,,2020,Outpatient,30.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Gynaecology,,2020,Outpatient,19.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Gynaecology,,2020,Outpatient,20.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Gynaecology,,2020,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Gynaecology,,2020,Outpatient,11.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Gynaecology,,2020,Outpatient,5.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Gynaecology,,2020,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Oncology,,2020,Outpatient,19.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Ophthalmology,,2020,Outpatient,17.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Ophthalmology,,2020,Outpatient,12.0,0.0,0.0,0.0,0.0,0.0
St. Vincent's University Hospital,Ophthalmology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Our Lady of Lourdes Hospital Drogheda,General Surgery,,2020,Outpatient,41.0,0.0,0.0,0.0,0.0,0.0
Our Lady of Lourdes Hospital Drogheda,General Surgery,,2020,Outpatient,55.0,0.0,0.0,0.0,0.0,0.0
Our Lady of Lourdes Hospital Drogheda,General Surgery,,2020,Outpatient,48.0,0.0,0.0,0.0,0.0,0.0
Our Lady of Lourdes Hospital Drogheda,General Surgery,,2020,Outpatient,38.0,0.0,0.0,0.0,0.0,0.0
Our Lady of Lourdes Hospital Drogheda,Infectious Diseases,,2020,Outpatient,11.0,0.0,0.0,0.0,0.0,0.0
Our Lady of Lourdes Hospital Drogheda,Infectious Diseases,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Our Lady of Lourdes Hospital Drogheda,Urology,,2020,Outpatient,65.0,0.0,0.0,0.0,0.0,0.0
Our Lady of Lourdes Hospital Drogheda,Urology,,2020,Outpatient,41.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Cardiology,,2020,Outpatient,226.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Cardiology,,2020,Outpatient,188.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Cardiology,,2020,Outpatient,10.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Cardiology,,2020,Outpatient,48.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Dermatology,,2020,Outpatient,191.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Dermatology,,2020,Outpatient,164.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Dermatology,,2020,Outpatient,22.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Endocrinology,,2020,Outpatient,72.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Endocrinology,,2020,Outpatient,59.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Endocrinology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Otolaryngology (ENT),,2020,Outpatient,395.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Otolaryngology (ENT),,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Gastro-Enterology,,2020,Outpatient,112.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Gastro-Enterology,,2020,Outpatient,133.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Gastro-Enterology,,2020,Outpatient,6.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Gastro-Enterology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Geriatric Medicine,,2020,Outpatient,64.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Geriatric Medicine,,2020,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Haematology,,2020,Outpatient,157.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Haematology,,2020,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Neurology,,2020,Outpatient,331.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Neurology,,2020,Outpatient,43.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Neurology,,2020,Outpatient,67.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Neurology,,2020,Outpatient,88.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Neurology,,2020,Outpatient,57.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Neurology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Neurosurgery,,2020,Outpatient,146.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Neurosurgery,,2020,Outpatient,129.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Neurosurgery,,2020,Outpatient,66.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Neurosurgery,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Neurosurgery,,2020,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Neurosurgery,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Gynaecology,,2020,Outpatient,69.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Gynaecology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Oncology,,2020,Outpatient,17.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Ophthalmology,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Orthopaedics,,2020,Outpatient,6.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Plastic Surgery,,2020,Outpatient,127.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Plastic Surgery,,2020,Outpatient,80.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Plastic Surgery,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Plastic Surgery,,2020,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Plastic Surgery,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Maxillo-Facial,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Psychiatry,,2020,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Nephrology,,2020,Outpatient,44.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Nephrology,,2020,Outpatient,9.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Nephrology,,2020,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Respiratory Medicine,,2020,Outpatient,178.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Rheumatology,,2020,Outpatient,87.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Cardiology,,2020,Outpatient,191.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Cardiology,,2020,Outpatient,64.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Cardiology,,2020,Outpatient,14.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Dermatology,,2020,Outpatient,52.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Dermatology,,2020,Outpatient,91.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Endocrinology,,2020,Outpatient,142.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Endocrinology,,2020,Outpatient,146.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Endocrinology,,2020,Outpatient,60.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Endocrinology,,2020,Outpatient,18.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Endocrinology,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Otolaryngology (ENT),,2020,Outpatient,97.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Otolaryngology (ENT),,2020,Outpatient,16.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Otolaryngology (ENT),,2020,Outpatient,22.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Otolaryngology (ENT),,2020,Outpatient,9.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Gastro-Enterology,,2020,Outpatient,19.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Gastro-Enterology,,2020,Outpatient,16.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Gastro-Enterology,,2020,Outpatient,11.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Geriatric Medicine,,2020,Outpatient,140.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Geriatric Medicine,,2020,Outpatient,74.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Geriatric Medicine,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Neurology,,2020,Outpatient,47.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Neurology,,2020,Outpatient,19.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Gynaecology,,2020,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Ophthalmology,,2020,Outpatient,27.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Ophthalmology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Ophthalmology,,2020,Outpatient,5.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Orthopaedics,,2020,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Plastic Surgery,,2020,Outpatient,34.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Rheumatology,,2020,Outpatient,139.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Rheumatology,,2020,Outpatient,105.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Rheumatology,,2020,Outpatient,57.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Rheumatology,,2020,Outpatient,65.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,General Surgery,,2020,Outpatient,242.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,General Surgery,,2020,Outpatient,19.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Urology,,2020,Outpatient,165.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Urology,,2020,Outpatient,149.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Urology,,2020,Outpatient,132.0,0.0,0.0,0.0,0.0,0.0
Connolly Hospital Blanchardstown,Urology,,2020,Outpatient,23.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,Small Volume Specialities,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,Ophthalmology,,2020,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,Ophthalmology,,2020,Outpatient,13.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,Ophthalmology,,2020,Outpatient,9.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,Ophthalmology,,2020,Outpatient,52.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,Paediatrics,,2020,Outpatient,52.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,Paediatrics,,2020,Outpatient,56.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,Paediatrics,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,General Surgery,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,General Surgery,,2020,Outpatient,13.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,General Surgery,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,General Medicine,,2020,Outpatient,21.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,Urology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,Urology,,2020,Outpatient,27.0,0.0,0.0,0.0,0.0,0.0
Louth County Hospital,Urology,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Cavan General Hospital,Small Volume Specialities,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Ennis Hospital,General Medicine,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. John's Hospital Limerick,Gynaecology,,2020,Outpatient,13.0,0.0,0.0,0.0,0.0,0.0
St. John's Hospital Limerick,Gynaecology,,2020,Outpatient,12.0,0.0,0.0,0.0,0.0,0.0
St. John's Hospital Limerick,Gynaecology,,2020,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
St. John's Hospital Limerick,General Surgery,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. John's Hospital Limerick,General Surgery,,2020,Outpatient,12.0,0.0,0.0,0.0,0.0,0.0
St. John's Hospital Limerick,General Surgery,,2020,Outpatient,12.0,0.0,0.0,0.0,0.0,0.0
St. John's Hospital Limerick,General Surgery,,2020,Outpatient,7.0,0.0,0.0,0.0,0.0,0.0
St. John's Hospital Limerick,General Surgery,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
St. John's Hospital Limerick,General Surgery,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. John's Hospital Limerick,General Surgery,,2020,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
St. John's Hospital Limerick,General Medicine,,2020,Outpatient,6.0,0.0,0.0,0.0,0.0,0.0
St. John's Hospital Limerick,Urology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. John's Hospital Limerick,Pain Relief,,2020,Outpatient,51.0,0.0,0.0,0.0,0.0,0.0
St. John's Hospital Limerick,Pain Relief,,2020,Outpatient,26.0,0.0,0.0,0.0,0.0,0.0
St. John's Hospital Limerick,Pain Relief,,2020,Outpatient,21.0,0.0,0.0,0.0,0.0,0.0
St. John's Hospital Limerick,Pain Relief,,2020,Outpatient,30.0,0.0,0.0,0.0,0.0,0.0
St. John's Hospital Limerick,Pain Relief,,2020,Outpatient,26.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Diabetes Mellitus,,2020,Outpatient,7.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Diabetes Mellitus,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Paediatric ENT,,2020,Outpatient,1929.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Paediatric ENT,,2020,Outpatient,7.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Paediatric ENT,,2020,Outpatient,7.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Paediatric ENT,,2020,Outpatient,21.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Paediatric ENT,,2020,Outpatient,35.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Paediatric Neurology,,2020,Outpatient,51.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Paediatric Neurology,,2020,Outpatient,14.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Gynaecology,,2020,Outpatient,46.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Gynaecology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Ophthalmology,,2020,Outpatient,543.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Ophthalmology,,2020,Outpatient,237.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Ophthalmology,,2020,Outpatient,423.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Ophthalmology,,2020,Outpatient,255.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Ophthalmology,,2020,Outpatient,275.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Ophthalmology,,2020,Outpatient,7.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Ophthalmology,,2020,Outpatient,6.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Paed Orthopaedic,,2020,Outpatient,562.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Paed Orthopaedic,,2020,Outpatient,491.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Paed Orthopaedic,,2020,Outpatient,24.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Paediatrics,,2020,Outpatient,13.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Paediatrics,,2020,Outpatient,36.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Paed Cardiology,,2020,Outpatient,39.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Neonatology,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Neonatology,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Neonatology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Paed Endocrinology,,2020,Outpatient,8.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Paed Gastro-Enterol,,2020,Outpatient,78.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Paed Haematology,,2020,Outpatient,61.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Paed Haematology,,2020,Outpatient,38.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Paed Haematology,,2020,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Children's Health Ireland,Paed Metabolic Medicine,,2020,Outpatient,43.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Rheumatology,,2020,Outpatient,48.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Rheumatology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Vascular Surgery,,2020,Outpatient,7.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Breast Surgery,,2020,Outpatient,56.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Urology,,2020,Outpatient,244.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Urology,,2020,Outpatient,240.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Urology,,2020,Outpatient,110.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Urology,,2020,Outpatient,21.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Clinical Immunology,,2020,Outpatient,74.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Clinical Immunology,,2020,Outpatient,37.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Clinical Immunology,,2020,Outpatient,8.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Clinical Immunology,,2020,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Beaumont Hospital,Pain Relief,,2020,Outpatient,169.0,0.0,0.0,0.0,0.0,0.0
Rotunda Hospital,Gynaecology,,2020,Outpatient,49.0,0.0,0.0,0.0,0.0,0.0
