hospital,specialty,date,year,wait_type,total_waiting,0-6 Months,6-12 Months,12-18 Months,18+ Months,pct_over_12m
Midland Regional Hospital Tullamore,Ophthalmology,,2019,Outpatient,168.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Ophthalmology,,2019,Outpatient,92.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Ophthalmology,,2019,Outpatient,21.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Ophthalmology,,2019,Outpatient,70.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Orthopaedics,,2019,Outpatient,65.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Orthopaedics,,2019,Outpatient,176.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Orthopaedics,,2019,Outpatient,124.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Orthopaedics,,2019,Outpatient,199.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Nephrology,,2019,Outpatient,28.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Nephrology,,2019,Outpatient,28.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Nephrology,,2019,Outpatient,16.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Nephrology,,2019,Outpatient,35.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Nephrology,,2019,Outpatient,9.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Rheumatology,,2019,Outpatient,108.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Rheumatology,,2019,Outpatient,47.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Rheumatology,,2019,Outpatient,11.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Rheumatology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,General Surgery,,2019,Outpatient,15.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Vascular Surgery,,2019,Outpatient,37.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Vascular Surgery,,2019,Outpatient,24.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,General Medicine,,2019,Outpatient,264.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,General Medicine,,2019,Outpatient,110.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,General Medicine,,2019,Outpatient,87.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,General Medicine,,2019,Outpatient,103.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,General Medicine,,2019,Outpatient,63.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,General Medicine,,2019,Outpatient,25.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Cardiology,,2019,Outpatient,49.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Dermatology,,2019,Outpatient,259.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Endocrinology,,2019,Outpatient,103.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Endocrinology,,2019,Outpatient,75.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Endocrinology,,2019,Outpatient,12.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Diabetes Mellitus,,2019,Outpatient,45.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Otolaryngology (ENT),,2019,Outpatient,273.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Otolaryngology (ENT),,2019,Outpatient,13.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Haematology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Gynaecology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Ophthalmology,,2019,Outpatient,6.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Ophthalmology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Ophthalmology,,2019,Outpatient,36.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Ophthalmology,,2019,Outpatient,34.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Ophthalmology,,2019,Outpatient,35.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Ophthalmology,,2019,Outpatient,13.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Ophthalmology,,2019,Outpatient,7.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Orthopaedics,,2019,Outpatient,485.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Orthopaedics,,2019,Outpatient,478.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Orthopaedics,,2019,Outpatient,312.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Orthopaedics,,2019,Outpatient,225.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Orthopaedics,,2019,Outpatient,123.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Orthopaedics,,2019,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Orthopaedics,,2019,Outpatient,20.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Nephrology,,2019,Outpatient,21.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Nephrology,,2019,Outpatient,35.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Rheumatology,,2019,Outpatient,177.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Rheumatology,,2019,Outpatient,144.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Rheumatology,,2019,Outpatient,172.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Rheumatology,,2019,Outpatient,118.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,General Surgery,,2019,Outpatient,266.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,General Surgery,,2019,Outpatient,5.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Vascular Surgery,,2019,Outpatient,51.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Vascular Surgery,,2019,Outpatient,41.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Vascular Surgery,,2019,Outpatient,32.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Vascular Surgery,,2019,Outpatient,18.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,General Medicine,,2019,Outpatient,142.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,General Medicine,,2019,Outpatient,93.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,General Medicine,,2019,Outpatient,16.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Cardiology,,2019,Outpatient,340.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Cardiology,,2019,Outpatient,108.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Cardiology,,2019,Outpatient,23.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Cardiology,,2019,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Dermatology,,2019,Outpatient,15.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Dermatology,,2019,Outpatient,6.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Dermatology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Dermatology,,2019,Outpatient,767.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Dermatology,,2019,Outpatient,542.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Dermatology,,2019,Outpatient,172.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Endocrinology,,2019,Outpatient,27.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Diabetes Mellitus,,2019,Outpatient,28.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Otolaryngology (ENT),,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Otolaryngology (ENT),,2019,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Otolaryngology (ENT),,2019,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Geriatric Medicine,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Geriatric Medicine,,2019,Outpatient,6.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Haematology,,2019,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Haematology,,2019,Outpatient,64.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Ophthalmology,,2019,Outpatient,126.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Ophthalmology,,2019,Outpatient,92.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Orthopaedics,,2019,Outpatient,171.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Orthopaedics,,2019,Outpatient,215.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Orthopaedics,,2019,Outpatient,204.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Orthopaedics,,2019,Outpatient,75.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Orthopaedics,,2019,Outpatient,55.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Orthopaedics,,2019,Outpatient,50.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Orthopaedics,,2019,Outpatient,44.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Orthopaedics,,2019,Outpatient,13.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Orthopaedics,,2019,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Paediatrics,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Paediatrics,,2019,Outpatient,13.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Nephrology,,2019,Outpatient,50.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Nephrology,,2019,Outpatient,35.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Nephrology,,2019,Outpatient,25.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Nephrology,,2019,Outpatient,10.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Rheumatology,,2019,Outpatient,158.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Rheumatology,,2019,Outpatient,35.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Rheumatology,,2019,Outpatient,49.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Rheumatology,,2019,Outpatient,55.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Rheumatology,,2019,Outpatient,22.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Rheumatology,,2019,Outpatient,22.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,General Surgery,,2019,Outpatient,29.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,Vascular Surgery,,2019,Outpatient,27.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,General Medicine,,2019,Outpatient,138.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,General Medicine,,2019,Outpatient,67.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Cardiology,,2019,Outpatient,171.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Cardiology,,2019,Outpatient,12.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Dermatology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Dermatology,,2019,Outpatient,67.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Endocrinology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Diabetes Mellitus,,2019,Outpatient,69.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Diabetes Mellitus,,2019,Outpatient,20.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Otolaryngology (ENT),,2019,Outpatient,191.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Otolaryngology (ENT),,2019,Outpatient,126.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Otolaryngology (ENT),,2019,Outpatient,82.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Otolaryngology (ENT),,2019,Outpatient,39.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Otolaryngology (ENT),,2019,Outpatient,43.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Gastro-Enterology,,2019,Outpatient,87.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Haematology,,2019,Outpatient,28.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Haematology,,2019,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Neurology,,2019,Outpatient,18.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Gynaecology,,2019,Outpatient,103.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Gynaecology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Ophthalmology,,2019,Outpatient,51.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Orthopaedics,,2019,Outpatient,361.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Orthopaedics,,2019,Outpatient,121.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Orthopaedics,,2019,Outpatient,95.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Orthopaedics,,2019,Outpatient,56.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Orthopaedics,,2019,Outpatient,20.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,General Medicine,,2019,Outpatient,52.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,General Medicine,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
Midland Regional Hospital Tullamore,General Medicine,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Cardiology,,2019,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Dermatology,,2019,Outpatient,581.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Dermatology,,2019,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Dermatology,,2019,Outpatient,319.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Dermatology,,2019,Outpatient,173.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Endocrinology,,2019,Outpatient,12.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Endocrinology,,2019,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Diabetes Mellitus,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Otolaryngology (ENT),,2019,Outpatient,145.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Otolaryngology (ENT),,2019,Outpatient,77.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Gastro-Enterology,,2019,Outpatient,384.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Gastro-Enterology,,2019,Outpatient,127.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Gastro-Enterology,,2019,Outpatient,27.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Gastro-Enterology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Geriatric Medicine,,2019,Outpatient,78.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Geriatric Medicine,,2019,Outpatient,20.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Haematology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Haematology,,2019,Outpatient,230.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Haematology,,2019,Outpatient,10.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Haematology,,2019,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Neurology,,2019,Outpatient,242.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Neurology,,2019,Outpatient,15.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Gynaecology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Gynaecology,,2019,Outpatient,18.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Oncology,,2019,Outpatient,14.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Orthopaedics,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Orthopaedics,,2019,Outpatient,117.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Orthopaedics,,2019,Outpatient,56.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Plastic Surgery,,2019,Outpatient,291.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Plastic Surgery,,2019,Outpatient,156.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Plastic Surgery,,2019,Outpatient,123.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Plastic Surgery,,2019,Outpatient,35.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Plastic Surgery,,2019,Outpatient,23.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Maxillo-Facial,,2019,Outpatient,11.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Maxillo-Facial,,2019,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Maxillo-Facial,,2019,Outpatient,134.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Maxillo-Facial,,2019,Outpatient,236.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Maxillo-Facial,,2019,Outpatient,26.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Maxillo-Facial,,2019,Outpatient,16.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Maxillo-Facial,,2019,Outpatient,13.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Psychiatry,,2019,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Respiratory Medicine,,2019,Outpatient,15.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Respiratory Medicine,,2019,Outpatient,79.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Rheumatology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Rheumatology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Rheumatology,,2019,Outpatient,38.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,General Surgery,,2019,Outpatient,174.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,General Surgery,,2019,Outpatient,31.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,General Surgery,,2019,Outpatient,6.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,General Surgery,,2019,Outpatient,11.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Otolaryngology (ENT),,2019,Outpatient,41.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Otolaryngology (ENT),,2019,Outpatient,40.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Otolaryngology (ENT),,2019,Outpatient,14.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Gastro-Enterology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Gastro-Enterology,,2019,Outpatient,14.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Gastro-Enterology,,2019,Outpatient,6.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Geriatric Medicine,,2019,Outpatient,117.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Haematology,,2019,Outpatient,80.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Oncology,,2019,Outpatient,11.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Ophthalmology,,2019,Outpatient,12.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Orthopaedics,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Orthopaedics,,2019,Outpatient,248.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Orthopaedics,,2019,Outpatient,173.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Orthopaedics,,2019,Outpatient,80.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Plastic Surgery,,2019,Outpatient,133.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Plastic Surgery,,2019,Outpatient,525.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Plastic Surgery,,2019,Outpatient,105.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Plastic Surgery,,2019,Outpatient,37.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Plastic Surgery,,2019,Outpatient,24.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Plastic Surgery,,2019,Outpatient,17.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Maxillo-Facial,,2019,Outpatient,33.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Maxillo-Facial,,2019,Outpatient,6.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Maxillo-Facial,,2019,Outpatient,6.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Maxillo-Facial,,2019,Outpatient,301.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Maxillo-Facial,,2019,Outpatient,118.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Maxillo-Facial,,2019,Outpatient,200.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Maxillo-Facial,,2019,Outpatient,154.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Psychiatry,,2019,Outpatient,77.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Nephrology,,2019,Outpatient,22.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Respiratory Medicine,,2019,Outpatient,4.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Respiratory Medicine,,2019,Outpatient,5.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Rheumatology,,2019,Outpatient,139.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Rheumatology,,2019,Outpatient,89.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Rheumatology,,2019,Outpatient,13.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Rheumatology,,2019,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,General Surgery,,2019,Outpatient,228.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,General Surgery,,2019,Outpatient,150.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,General Surgery,,2019,Outpatient,196.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,General Surgery,,2019,Outpatient,64.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,General Surgery,,2019,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Vascular Surgery,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Vascular Surgery,,2019,Outpatient,137.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Vascular Surgery,,2019,Outpatient,38.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Vascular Surgery,,2019,Outpatient,22.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Clinical (Medical) Genetics,,2019,Outpatient,405.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Clinical (Medical) Genetics,,2019,Outpatient,94.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Radiotherapy,,2019,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Cardio-Thoracic Surgery,,2019,Outpatient,14.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Cardio-Thoracic Surgery,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Cardio-Thoracic Surgery,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Urology,,2019,Outpatient,138.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Urology,,2019,Outpatient,101.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Haematology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Neurology,,2019,Outpatient,127.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Neurology,,2019,Outpatient,50.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Gynaecology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Ophthalmology,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Orthopaedics,,2019,Outpatient,68.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Orthopaedics,,2019,Outpatient,118.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Orthopaedics,,2019,Outpatient,124.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Orthopaedics,,2019,Outpatient,63.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Plastic Surgery,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Plastic Surgery,,2019,Outpatient,1.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Plastic Surgery,,2019,Outpatient,3.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Plastic Surgery,,2019,Outpatient,151.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Maxillo-Facial,,2019,Outpatient,106.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Maxillo-Facial,,2019,Outpatient,20.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Maxillo-Facial,,2019,Outpatient,9.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Maxillo-Facial,,2019,Outpatient,34.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Nephrology,,2019,Outpatient,2.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Respiratory Medicine,,2019,Outpatient,189.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Respiratory Medicine,,2019,Outpatient,15.0,0.0,0.0,0.0,0.0,0.0
St. James's Hospital,Respiratory Medicine,,2019,Outpatient,38.0,0.0,0.0,0.0,0.0,0.0
